id,name,X,Y,type,type_long,address,city,aname,rating,photo
B0FFK7OUZV,文艺旧书店,118.7609999,32.08447796,书店,购物服务;专卖店;书店,广东路新门口社区,南京市,鼓楼区,4.1,http://store.is.autonavi.com/showpic/55b1a910f3121ba6e33df9cfae15fe91
B001906TQT,金玉建筑书店(升州路店),118.7745038,32.02668486,书店,购物服务;专卖店;书店,升州路127-11号(三山街地铁站2号口步行290米),南京市,秦淮区,4.1,http://store.is.autonavi.com/showpic/5c1308c2893e8b0ded9c7702eb85ee40
B0FFG0AZA1,中国建筑书店(江苏销售中心),118.7744328,32.04724645,书店,购物服务;专卖店;书店,兰之堂5号(近慈悲社),南京市,鼓楼区,4.1,http://store.is.autonavi.com/showpic/c4e4e8ccda7ac8e93bd9b7a998228787
B0FFF90P5N,辉煌旧书店,118.770748,32.06397015,书店,购物服务;专卖店;书店,湖南路街道云南路四条巷,南京市,鼓楼区,4.1,http://store.is.autonavi.com/showpic/6d639594a1f5ca560cb897490b40c227
B0HBP5CZI4,歌子书店,118.7810799,32.01724219,书店,购物服务;专卖店;书店,堆草巷25号,南京市,秦淮区,4.1,http://store.is.autonavi.com/showpic/6ff37711b244eff6a9f517c7c0832f75
B0I27AN6Q7,一间很小的书店(1912店),118.7907246,32.04717687,书店,购物服务;专卖店;书店,太平北路68号(大行宫地铁站5号口步行350米),南京市,玄武区,4.1,http://store.is.autonavi.com/showpic/3d552b52012f83d712038075dd7b0ea0
B0H1V5RJT1,一间很小的书店(南京南站店),118.7974527,31.9698649,书店,购物服务;专卖店;书店,民智路2号证大喜马拉雅MN座F6层,南京市,雨花台区,4.1,
B0HD7CR0Z2,小镇书屋(砂之船奥特莱斯艺术商业广场店),118.8226163,31.8705957,书店,购物服务;专卖店;书店,秣周东路18号砂之船奥特莱斯艺术商业广场F1,南京市,江宁区,4.1,http://store.is.autonavi.com/showpic/60ff33776aaf5cfba906f2b48f44bf7b
B001912J3Y,必其文具书店,118.8238465,32.10423393,书店,购物服务;专卖店;书店,月苑营苑西村90-9,南京市,玄武区,4.1,http://store.is.autonavi.com/showpic/5926cf808727975bc4f7fefcbfba59c0
B0GK9LSC0T,华语书店,118.8367791,31.91623205,书店,购物服务;专卖店;书店,清水亭东路158号南京恒大绿洲,南京市,江宁区,4.1,http://store.is.autonavi.com/showpic/d5f96f6bf46cdf31b82c78f455579757
B0FFKE77DT,逸轩书店,118.8377606,31.94451323,书店,购物服务;专卖店;书店,新亭西路105号骆村新寓13-3,南京市,江宁区,4.1,http://aos-cdn-image.amap.com/sns/ugccomment/d5c52265-f136-49ec-8cb5-4f1ae7b29730.jpg
B0FFGZYGJO,砺锋书局(志宁花园店),118.8402641,31.95187551,书店,购物服务;专卖店;书店,江宁东山街道竹山路59号江宁万达广场3栋14(含1-2层)室,南京市,江宁区,4.1,http://store.is.autonavi.com/showpic/63608cb8d8f28964f6b87a68b9730a1a
B0HBBK0IDI,读立书店,118.8497945,32.05757953,书店,购物服务;专卖店;书店,石象路7号中山陵景区,南京市,玄武区,4.1,
B0HKOUL19D,国茗书店,118.8570119,31.96696661,书店,购物服务;专卖店;书店,湖西雅居西苑东北门旁,南京市,江宁区,4.1,http://store.is.autonavi.com/showpic/032c2e8f7f33f9d13acd3957ab334ee2
B0H2H1J1B0,南京中江图书有限公司,118.8670809,32.1430372,书店,购物服务;专卖店;书店,南京经济技术开发区恒广路26号宏安医疗B栋2楼,南京市,栖霞区,4.1,
B0HKOHHUPZ,共读书房(东城汇店),118.9033244,32.0996567,书店,购物服务;专卖店;书店,文苑路8号东城汇F2层,南京市,栖霞区,4.1,http://store.is.autonavi.com/showpic/2da6b392413d224304d48d55023b11e4
B0FFFDXNDN,一号书店,118.9083247,32.10019189,书店,购物服务;专卖店;书店,学衡路仙林新村-北区,南京市,栖霞区,4.1,http://store.is.autonavi.com/showpic/935f2dee63dcb021469187d763eb5a87
B0FFKSJ3Y2,凤凰文澜书店,118.934506,32.13187009,书店,购物服务;专卖店;书店,文澜路99号南京信息职业技术学院商业街1栋2楼,南京市,栖霞区,4.1,http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/images/publish/58cfaedd914d244c66dcf317f460eafc.jpg
B0GK7R32K0,星甸中心街移动营业厅原新华书店,118.4449069,32.0340311,书店,购物服务;专卖店;书店,中心街与何家巷子交叉口东40米,南京市,浦口区,4.1,
B0IGRUWKJ2,樊登書店,118.7683907,31.82984712,书店,购物服务;专卖店;书店,东吉大道1号12号楼樊登书店,南京市,江宁区,4.1,
B001906FD3,大家乐书店(镇北路店),118.8631803,31.32643771,书店,购物服务;专卖店;书店,淳溪镇镇北路25栋6-7号,南京市,高淳区,4.1,
B0FFIPJPDI,新曙光教辅书店,118.8439345,32.34653966,书店,购物服务;专卖店;书店,棠城路百树园门面房5-7号凯旋假日酒店的旁边,南京市,六合区,4.1,
B0FFKY7STO,智学书屋(百树园店),118.8442852,32.34646628,书店,购物服务;专卖店;书店,六合区双语小学西门,南京市,六合区,4.1,
B0FFGC8PQZ,三味书屋(古江路店),118.9334556,31.36692881,书店,购物服务;专卖店;书店,古江路南京市高淳人民医院,南京市,高淳区,4.1,
B0FFM7G279,垄上·隐舍书室,119.0564998,31.33986082,书店,购物服务;专卖店;书店,东坝街道垄上村9号,南京市,高淳区,4.1,
B00190CRL6,老书店,119.1603147,31.37029222,书店,购物服务;专卖店;书店,永宁东街2-4号(农业银行对面),南京市,高淳区,4.1,
B0FFGT8GD6,雅书阁(花样年·花生唐店),118.6546897,31.90881785,书店,购物服务;专卖店;书店,花生唐购物公园五栋417(尚品宫自助纸上烧烤楼上),南京市,雨花台区,4.2,http://store.is.autonavi.com/showpic/3dc7e795b75f1691adba3ab004cb2ad2
B0GK1C0H0M,有昊书店,118.7189159,32.11883913,书店,购物服务;专卖店;书店,大华绵绣华城榴美颂14幢1单元101室,南京市,浦口区,4.2,http://store.is.autonavi.com/showpic/5a4ac4ca3c5f5f96c698506fd01d42cc
B0IGC5CIUA,漫书咖城市生活馆(南京建邺吾悦广场店),118.7322579,32.038763,书店,购物服务;专卖店;书店,江东门北街与江东中路交叉口西80米,南京市,建邺区,4.2,
B0FFIATFZP,挥毫书店(明发外滩广场店),118.7368249,32.13241097,书店,购物服务;专卖店;书店,滨江大道1号明发滨江新城249栋1216室,南京市,浦口区,4.2,http://store.is.autonavi.com/showpic/3fdb11901a6e8477a49d9b30378b5dfa
B001909GFA,乐匋书社(汉口西路200号小区店),118.7590977,32.05723836,书店,购物服务;专卖店;书店,西康路1号,南京市,鼓楼区,4.2,http://store.is.autonavi.com/showpic/8f039db2fe968427647cfdf94e7d64af
B0I1BC1TA7,华途书屋(宏图·上水庭院店),118.7709039,31.97935602,书店,购物服务;专卖店;书店,花神大道11-28,南京市,雨花台区,4.2,http://store.is.autonavi.com/showpic/4c0dd5a3727826094f11030301ae1348
B0G231F237,大国书房(长发·诸公店),118.770631,31.99796711,书店,购物服务;专卖店;书店,雨花南路5号诸公面馆3楼,南京市,雨花台区,4.2,
B0FFF3AGHW,锺书书店(长乐路店),118.7825556,32.01888121,书店,购物服务;专卖店;书店,夫子庙街道长乐路88号,南京市,秦淮区,4.2,http://store.is.autonavi.com/showpic/1e94295dcbce787dec23c6d907960a7e
B0FFHK1RLA,大众书局护童学习桌专柜(国药大厦店),118.7758375,32.04488618,书店,购物服务;专卖店;书店,国药大厦(沈举人巷)国药大厦,南京市,鼓楼区,4.2,
B0I63RY751,教育书店,118.7851208,32.04314673,书店,购物服务;专卖店;书店,中山东路与西祠堂巷交叉口西南40米,南京市,秦淮区,4.2,http://store.is.autonavi.com/showpic/25e1b7e9b6bb73f0b0a695b73dbebf96
B0G2Z7IOSS,万卷旧书杂件店,118.788742,32.0529555,书店,购物服务;专卖店;书店,双井巷与沙塘园交叉口西北20米,南京市,玄武区,4.2,http://store.is.autonavi.com/showpic/8e91c92e630ff230ae35cb91fbe2261d
B0G24CG6PY,乐之书店,118.7979512,31.94085802,书店,购物服务;专卖店;书店,通淮街77号,南京市,江宁区,4.2,http://store.is.autonavi.com/showpic/aba88e42bedef4ebee1a7bf88676ac42
B001908U6C,御苑书社(民航宿舍店),118.8096727,32.03378277,书店,购物服务;专卖店;书店,瑞金路50号7,南京市,秦淮区,4.2,http://store.is.autonavi.com/showpic/4f975a17ebc48880a1251c4f32e56996
B0FFH0GI7C,长城书店(龙蟠路店),118.8072316,32.05891916,书店,购物服务;专卖店;书店,玄武门街道太平门街一号,南京市,玄武区,4.2,http://store.is.autonavi.com/showpic/8fa938ac93091c3b4b97cc6ef6f26bc5
B0G25CVV0Q,文都书店,118.8067356,32.05911336,书店,购物服务;专卖店;书店,太平门街53号,南京市,玄武区,4.2,http://store.is.autonavi.com/showpic/6ffb612ecda65f4d2c7442a0894ea609
B0IBZSWWHR,力学堂儿童书店,118.810517,32.10230013,书店,购物服务;专卖店;书店,华电路81-11号,南京市,栖霞区,4.2,http://store.is.autonavi.com/showpic/278b9a59776075a963eb1c4892436408
B0FFL17MRW,康博睦邻书房(康博花园亲情公寓店),118.8227648,31.90172556,书店,购物服务;专卖店;书店,文心街28号亲情公寓2幢,南京市,江宁区,4.2,http://store.is.autonavi.com/showpic/677bc4df45da1874d4346912a696d1d0
B0FFJ4GJWM,有米亲子绘本馆(竹山路校区),118.8402534,31.93747421,书店,购物服务;专卖店;书店,竹山路368号三楼(彩滋堂楼上),南京市,江宁区,4.2,http://store.is.autonavi.com/showpic/311d356c199c11aed32fc35ebef55e99
B0I12S6W4E,大Q小q(龙湖南京龙湾天街店),118.8369914,31.94047088,书店,购物服务;专卖店;书店,谭园西路199号龙湾天街4F-15,南京市,江宁区,4.2,http://store.is.autonavi.com/showpic/c8f28a66091a315b51e819815b2711a1
B0GUXR9BS2,翰文布客书店,118.8401956,31.95594332,书店,购物服务;专卖店;书店,上元大街489号飞飞商场1层,南京市,江宁区,4.2,http://store.is.autonavi.com/showpic/405362571c35ffcee81492dcfa35a94f
B0FFH2V8XG,博学书店(新亭路店),118.8440034,31.94493067,书店,购物服务;专卖店;书店,东山街道新亭路290号,南京市,江宁区,4.2,http://store.is.autonavi.com/showpic/61f8550a30092d738657ee76d4fc98e0
B0GK059FFH,学成书店,118.8511283,31.95453822,书店,购物服务;专卖店;书店,金箔路168号金宝家具城二厅10号,南京市,江宁区,4.2,http://store.is.autonavi.com/showpic/46f215b6993557921aab6ba8b2108797
B0G3758IAM,老约翰绘本馆江宁区店,118.9000012,32.02806907,书店,购物服务;专卖店;书店,麒麟街道启迪方洲朗园底商105商铺,南京市,江宁区,4.2,http://store.is.autonavi.com/showpic/7478256c8f1bb2bc40b1e28f59362789
B0G295ODB4,红书包悦读书房(麒麟紫荆城建南苑店),118.9174834,32.04514044,书店,购物服务;专卖店;书店,紫荆城建南苑1栋104门面,南京市,江宁区,4.2,http://store.is.autonavi.com/showpic/48b981226df8a0a6c5fcdd77e2053fe9
B0FFJ4DPA7,考培书店,118.8769018,31.70350469,书店,购物服务;专卖店;书店,航金大道88号步行街,南京市,江宁区,4.2,
B0FFFCLLHK,励学书店,118.9553061,32.11032302,书店,购物服务;专卖店;书店,仙林大道和园商业街168幢12室,南京市,栖霞区,4.2,
B0FFLHNDE5,涅谛文化书店,118.9787962,32.1232479,书店,购物服务;专卖店;书店,守敬路9号11幢104金陵中学仙林分校对面,南京市,栖霞区,4.2,
B0FFFEZ44Y,新华书店(浦口店),118.622746,32.05854358,书店,购物服务;专卖店;书店,中圣南街凤凰台天凤国际3层,南京市,浦口区,4.3,http://store.is.autonavi.com/showpic/7569dff5a52431f83d5bc0a5286e7b9c
B0FFIBSM2V,知行书店,118.6163189,32.07283544,书店,购物服务;专卖店;书店,象山路5号,南京市,浦口区,4.3,http://store.is.autonavi.com/showpic/37cde79d0f91ebe6031ca9a581fba9d2
B0FFJO6RF5,基因云书房(基因大厦店),118.6356811,32.03978166,书店,购物服务;专卖店;书店,基因大厦A栋1层,南京市,浦口区,4.3,http://store.is.autonavi.com/showpic/c407e3a90652c0b5857f59a6984c71af
B0G03RFTGH,大众书局(南京雨花吾悦广场店),118.648302,31.91401418,书店,购物服务;专卖店;书店,雨花吾悦广场,南京市,雨花台区,4.3,http://store.is.autonavi.com/showpic/0d5397a43443c8c8a2ca6044b1af4067
B0FFLCZIMV,晨光文具泰山小学店,118.7050925,32.13980738,书店,购物服务;专卖店;书店,泰山街道弘泰路6号15栋121室,南京市,浦口区,4.3,http://store.is.autonavi.com/showpic/5f5e1fc1971826f0cfa8660dd20a9a16
B0FFJGKH4T,左岸书屋(弘阳·爱上花园店),118.7061218,32.13930576,书店,购物服务;专卖店;书店,弘泰路(弘阳爱上花园)6号9幢132,南京市,浦口区,4.3,http://store.is.autonavi.com/showpic/c094dceb59e2f6b8cacadd2938869b1d
B0FFLC6N2B,连福书店,118.7173421,31.95560574,书店,购物服务;专卖店;书店,西善桥社区梅岭小区内建设银行后面,南京市,雨花台区,4.3,http://store.is.autonavi.com/showpic/baa6ac9f2cf6c8d34491207249c78def
B0IDRM1XF9,芝麻阅读馆(金奥·缤润汇店),118.7244825,31.99528334,书店,购物服务;专卖店;书店,楠溪江东街83号缤润汇2楼,南京市,建邺区,4.3,http://store.is.autonavi.com/showpic/1326081c1c4b37f3d4ff75ca323a469c
B0GKJZVXD7,凡己书店,118.7276578,31.99808717,书店,购物服务;专卖店;书店,黄山路128号嘉业阳光城天景苑1幢103室,南京市,建邺区,4.3,http://store.is.autonavi.com/showpic/1c5313116499607fe15e15e6a843eb93
B0FFGCY7XC,如思书吧(金奥国际购物中心),118.7207914,32.00092135,书店,购物服务;专卖店;书店,江东中路329号金奥国际购物中心4层427,南京市,建邺区,4.3,http://store.is.autonavi.com/showpic/8081424cdcef3f25a2261d3ab865e558
B0FFKTSTMP,江东凤凰云书坊(江东大厦店),118.7331267,32.04463875,书店,购物服务;专卖店;书店,江东北路101号江东大厦F1层,南京市,鼓楼区,4.3,http://aos-cdn-image.amap.com/sns/ugccomment/e57f1557-a0ae-49c9-8ca1-e7ced2964290.jpg
B0HBGYEDX7,Tales on Moon Lane英国月巷儿童书店,118.7446805,32.06592647,书店,购物服务;专卖店;书店,石头城路99号水木秦淮艺术街区D区1-19,南京市,鼓楼区,4.3,http://store.is.autonavi.com/showpic/383eb258b0e92bc5940a130a18a34648
B0H25YKZE2,三分斋书店,118.7543369,32.02165321,书店,购物服务;专卖店;书店,晔园1栋4号102,南京市,建邺区,4.3,http://store.is.autonavi.com/showpic/66cd563d1021d64b15b8e91dd7f98c82
B0019135B2,新华书店(虹悦城店),118.7604405,32.01134645,书店,购物服务;专卖店;书店,德盈广场619号虹悦城3层M18,南京市,雨花台区,4.3,http://store.is.autonavi.com/showpic/556b74797128051d4f72d93f1079d33a
B0FFHRRRZX,乐淘乐旧书店,118.7677716,32.03206195,书店,购物服务;专卖店;书店,木屐巷1号,南京市,秦淮区,4.3,http://store.is.autonavi.com/showpic/2c9e1f608d2296754d9d182ae79c9417
B0FFFP9VEN,潮流书社(仓巷39-45大院店),118.7679327,32.03199904,书店,购物服务;专卖店;书店,朝天宫街道水西门仓巷39号,南京市,秦淮区,4.3,http://store.is.autonavi.com/showpic/98a7c4e89a4d2b478bbd0d9f87e6b5fe
B0019070XT,葡萄园书房(基督教文化主题),118.7719735,32.0481746,书店,购物服务;专卖店;书店,上海路16-1号,南京市,鼓楼区,4.3,http://store.is.autonavi.com/showpic/f57ae1b722737d8f8eb39dae00135795
B0IDDZ5ZQJ,长三角图书批发市场,118.7728365,32.09977541,书店,购物服务;专卖店;书店,北祥路58号B4栋一楼,南京市,鼓楼区,4.3,http://store.is.autonavi.com/showpic/7020a53568147c7782c46b669fa9cc53
B0I6NANIF6,永力图书批发市场(玉桥美博城店),118.7753574,32.0944915,书店,购物服务;专卖店;书店,建宁路八号玉桥美博城2-3层,南京市,鼓楼区,4.3,http://store.is.autonavi.com/showpic/3d475effab86282a8155d5c17c6b2b3b
B0FFF90Z5X,新华书店(南京教育书店),118.784542,32.04322805,书店,购物服务;专卖店;书店,中山东路128号8室,南京市,秦淮区,4.3,http://store.is.autonavi.com/showpic/55828a3ba310f2ff61fde225
B0FFM5OE6M,凤凰云书坊24小时,118.7780745,32.07095709,书店,购物服务;专卖店;书店,湖南路1号凤凰书城C座(玄武门地铁站出入口步行70米),南京市,鼓楼区,4.3,
B0FFFZX0LC,旅友书屋(南京南站),118.7937184,31.97012841,书店,购物服务;专卖店;书店,玉兰路98号南京南站F3层,南京市,雨花台区,4.3,http://store.is.autonavi.com/showpic/a404a7d65a123d344017ccce6976b9ca
B0FFG3FKBF,好术书店,118.7865841,32.05119434,书店,购物服务;专卖店;书店,珠江路260号(浮桥地铁站2号口步行400米),南京市,玄武区,4.3,http://store.is.autonavi.com/showpic/13161a320230b2ebdc00357c6943a19a
B0FFF9ZQOW,旅友书屋,118.790857,32.08862107,书店,购物服务;专卖店;书店,龙蟠路111号南京站2F层,南京市,玄武区,4.3,http://store.is.autonavi.com/showpic/3e1661a077b63647de578875c51feb98
B001909K8G,青和书城(康安里住宅区店),118.803588,32.01121524,书店,购物服务;专卖店;书店,秦虹南路25-14号,南京市,秦淮区,4.3,http://store.is.autonavi.com/showpic/69cd55e8310ef93f9906ab11f5fb9297
B0019078Y8,万象文化(普华大厦店),118.7954737,32.04248459,书店,购物服务;专卖店;书店,中山东路448-1号(农业银行旁),南京市,秦淮区,4.3,http://store.is.autonavi.com/showpic/1a98037a83227587b8e12b775186e631
B0J6VD8WL9,Grace Street(东鼎大厦A座店),118.801628,32.04780334,书店,购物服务;专卖店;书店,东鼎大厦A座,南京市,玄武区,4.3,http://store.is.autonavi.com/showpic/6a66da1608beb73c8414421d3cba697a
B0I6FUL0I5,字里行间(唯品会南京江宁城市奥莱店),118.8046499,31.9470112,书店,购物服务;专卖店;书店,秣陵街道胜太路11号6层F6001铺位,南京市,江宁区,4.3,http://store.is.autonavi.com/showpic/823248fdc6d2c7a53ca74094760231bd
B0G1Z443XQ,梁塘书屋,118.8061771,31.98726805,书店,购物服务;专卖店;书店,汇景东路与汇景北路交叉口北60米,南京市,秦淮区,4.3,http://store.is.autonavi.com/showpic/a0e8945c296cf21319284e998ec55ffc
B0IAOS0OV6,小卢可童书馆,118.8155596,31.93562676,书店,购物服务;专卖店;书店,双龙大道1568号水晶蓝湾01栋111室,南京市,江宁区,4.3,http://store.is.autonavi.com/showpic/ce5125b696cd383e5f76fe7e1793d7a3
B0FFGH6GDK,三馀书社,118.8215571,32.05577431,书店,购物服务;专卖店;书店,中山陵景区琵琶州路16号,南京市,玄武区,4.3,http://store.is.autonavi.com/showpic/bb6167c06316ce35f91a5e9b2ff1109b
B00190CLW8,金玉建筑书店(竹山路店),118.8408003,31.93980073,书店,购物服务;专卖店;书店,竹山路307-9号,南京市,江宁区,4.3,http://store.is.autonavi.com/showpic/555a797c5f035b0797a7dac060ffa866
B0G1PNHBVF,清晨书店,118.8384449,31.95684531,书店,购物服务;专卖店;书店,上元大街485号华意泰富购物广场F1层,南京市,江宁区,4.3,http://store.is.autonavi.com/showpic/4770c975e2cd4bc1de219826a435e66c
B0FFLK7BIS,创文书店(南农店),118.8377096,32.03099402,书店,购物服务;专卖店;书店,后标营路100号,南京市,玄武区,4.3,http://store.is.autonavi.com/showpic/a06ef36681be4db041e9ca359f851b14
B0FFHT66Z6,大众书局·纸品咖啡(花园城店),118.8902907,32.05325602,书店,购物服务;专卖店;书店,中山门大街699号花园城购物中心1层底商,南京市,栖霞区,4.3,http://store.is.autonavi.com/showpic/135650698f2aa56931e07e17c6a9bbea
B0I37HS42W,扉茑书店,118.9193027,32.11046403,书店,购物服务;专卖店;书店,南京财经大学仙林校区图书馆下方,南京市,栖霞区,4.3,http://store.is.autonavi.com/showpic/a35f205d0b77d190cca6372c175078ce
B0FFL7Z70S,博翔书店,118.9259836,32.15408399,书店,购物服务;专卖店;书店,炼油厂小学后门,南京市,栖霞区,4.3,http://store.is.autonavi.com/showpic/8ae904bcbb1d6fc7803251e355445f77
B0FFGCAW4Z,学友二手书店(南京大学医院东南),118.9497442,32.11647823,书店,购物服务;专卖店;书店,仙林大道163号南京大学仙林校区内,南京市,栖霞区,4.3,http://store.is.autonavi.com/showpic/cbf175b01d7a5754c780a9d43622b6db
B00190Z26P,新智书店(汤农路),118.5069396,32.09275232,书店,购物服务;专卖店;书店,汤泉中学南门旁,南京市,浦口区,4.3,
B0FFFO3ICE,清华苑书店,118.7578865,32.23852767,书店,购物服务;专卖店;书店,杨村路79号,南京市,六合区,4.3,
B0FFFGV15Y,草堂书斋(荷花新苑店),118.8310426,32.34639889,书店,购物服务;专卖店;书店,长江路84号,南京市,六合区,4.3,
B0GU1O1CQL,大众书局(龙湖南京六合天街店),118.8387262,32.33126618,书店,购物服务;专卖店;书店,桥西路与景兰路交叉口西120米,南京市,六合区,4.3,
B0FFM48B53,尚书堂书店,118.9791161,32.12313097,书店,购物服务;专卖店;书店,守敬路9号4幢107-108室,南京市,栖霞区,4.3,
B001906GR0,东方书店(文昌路),118.6229112,32.06498283,书店,购物服务;专卖店;书店,江浦街道鑫海花园18号门面房,南京市,浦口区,4.4,http://store.is.autonavi.com/showpic/166c12c854713454b24556550da155d7
B0H3DMOYOJ,红鲸书店,118.6324915,32.05656376,书店,购物服务;专卖店;书店,盛景路宝隆时代广场12栋104,南京市,浦口区,4.4,http://store.is.autonavi.com/showpic/f8fe12a8656f84ea1272adef1355b738
B001908924,金玉建筑书店(浦东花园北),118.7078976,32.15135736,书店,购物服务;专卖店;书店,泰山新村浦东花园门面店1-27,南京市,浦口区,4.4,http://store.is.autonavi.com/showpic/ef42d17d98401757b4c94755ab773d71
B0FFJ1ET75,鸿学书馆·水吧(泰达路店),118.7145544,32.13626965,书店,购物服务;专卖店;书店,,南京市,浦口区,4.4,http://store.is.autonavi.com/showpic/ada98fe3f3fc484429607fb2a224dcd7
B0FFG8W9L7,江东书房,118.7257087,32.03205365,书店,购物服务;专卖店;书店,润江路1号睿城社区服务中心1层,南京市,鼓楼区,4.4,http://store.is.autonavi.com/showpic/ed4f64427c9c23d559d3b4517e0a1a78
B0HAJA73KQ,無用書店,118.7445713,31.96063648,书店,购物服务;专卖店;书店,春江路地铁站1号口步行430米,南京市,雨花台区,4.4,http://store.is.autonavi.com/showpic/b34753fde53e3cc1895d6b24bbae2efe
B0GDSUQT2M,南京艾尚学书店,118.7440073,32.04861079,书店,购物服务;专卖店;书店,清凉门大街56-3号,南京市,鼓楼区,4.4,http://store.is.autonavi.com/showpic/bbef867edf408faeac2e38e459468113
B0FFHS2ZXM,淘书斋图书(凤凰花园城静幽园店),118.7383261,32.04508299,书店,购物服务;专卖店;书店,湛江路静幽园25-2,南京市,鼓楼区,4.4,http://store.is.autonavi.com/showpic/0d5eb8312665cbf81e02e11f95c37216
B0FFK6BQ3C,南京市秦淮区小陈书店,118.768506,32.03381683,书店,购物服务;专卖店;书店,朝天宫街道丁家巷天一居8-6号,南京市,秦淮区,4.4,http://store.is.autonavi.com/showpic/0492492796438b0f57bf2ecfe30450ae
B001908SDF,宏畅医学书店,118.772172,32.04405084,书店,购物服务;专卖店;书店,汉中路129-3号2层(近环亚广场多佐),南京市,秦淮区,4.4,http://store.is.autonavi.com/showpic/5d32bcf38fde76c1e85decc5d3ede48e
B0FFL02MBE,大众书局图书文化有限公司,118.7670859,32.04507245,书店,购物服务;专卖店;书店,汉中路180星汉大厦F11层,南京市,鼓楼区,4.4,
B0G2Z7HURI,宏伟古籍书店,118.7730999,32.05502504,书店,购物服务;专卖店;书店,青岛路10-102号,南京市,鼓楼区,4.4,http://store.is.autonavi.com/showpic/b47ed5eec55f862d3c184e5000a8e125
B0FFF0EY8S,大众书局(南京鹏欣·水游城店),118.7804183,32.02615151,书店,购物服务;专卖店;书店,夫子庙鹏欣水游城1号4楼,南京市,秦淮区,4.4,http://store.is.autonavi.com/showpic/40ec84c588fae8e9676cc7e20b74be0e
B0FFHC864Q,育才书店(中山东路店),118.7839913,32.04327841,书店,购物服务;专卖店;书店,五老村街道中山东路128号-12,南京市,秦淮区,4.4,http://store.is.autonavi.com/showpic/68c9cca516bde70e7542b510d6cbb483
B00190508A,南京法律书店,118.7772423,32.05235818,书店,购物服务;专卖店;书店,广州路14-2号(近地铁珠江路站),南京市,鼓楼区,4.4,http://store.is.autonavi.com/showpic/011a2b8c53e350fafe9b0edd8c2b254f
B0G36DM1Q3,自然印记博物书店,118.780432,32.0726879,书店,购物服务;专卖店;书店,玄武门街道南京规划建设展览馆,南京市,玄武区,4.4,http://store.is.autonavi.com/showpic/14fbb0ae2b8e75cfa9d5131cb6f9e8c2
B0JBZCHCU2,图图教辅书店,118.7759912,32.09310479,书店,购物服务;专卖店;书店,建宁路玉桥商业广场A座二楼2E096,南京市,鼓楼区,4.4,http://store.is.autonavi.com/showpic/0b5ec458d8cc98732993dbb1634bb9e7
B00190YONT,古籍书店(南京杨公井店),118.7875587,32.03737447,书店,购物服务;专卖店;书店,太平南路220号(近常府街),南京市,秦淮区,4.4,http://store.is.autonavi.com/showpic/c146d2164bec9ccc3adef9c3762beb23
B00190BMBP,雅文书店(成贤街),118.7906607,32.05575169,书店,购物服务;专卖店;书店,成贤街文昌桥2号(鸡鸣寺地铁站1号口步行460米),南京市,玄武区,4.4,http://store.is.autonavi.com/showpic/70ac8ba5b7fade6fe4da638f5cab8520
B0FFI6RKFG,樱州书房,118.7883124,32.07502177,书店,购物服务;专卖店;书店,玄武巷1号玄武湖公园樱洲岛西北角(进玄武门直行300米左转400米即到),南京市,玄武区,4.4,http://store.is.autonavi.com/showpic/288b91f76610e97198fad6e6a121599b
B0IG7HRV7T,灯塔书虫馆(恒大翡翠华庭A区店),118.8190605,32.10291074,书店,购物服务;专卖店;书店,龙腾路与营苑南路交叉口,南京市,玄武区,4.4,http://store.is.autonavi.com/showpic/495686017dc985715cc812f9184828b7
B0FFIQZH5U,凤凰吾在书舍(城东店),118.8859689,32.05694338,书店,购物服务;专卖店;书店,环陵路101号复地御钟山会所2层,南京市,栖霞区,4.4,http://store.is.autonavi.com/showpic/97c64ca6aef6ddc4d64dd2fee5c53f1c
B0G0FS87E4,大众书局(新尧金地广场店),118.8845086,32.12651686,书店,购物服务;专卖店;书店,金尧路22号新尧金地广场F4层,南京市,栖霞区,4.4,http://store.is.autonavi.com/showpic/148b2fae289dd61651f7fa72c674b20f
B0FFL77O8M,龙乡双范商量书房,118.7091603,31.78344379,书店,购物服务;专卖店;书店,横溪街道龙乡双范,南京市,江宁区,4.4,
B0FFJLJ81E,初见书房·初见知旅共同体,118.6888559,31.93639889,书店,购物服务;专卖店;书店,夏家村路6号,南京市,雨花台区,4.5,http://store.is.autonavi.com/showpic/a3a77383d36c1b96af660bb22a452c77
B0ID4SMFOP,思翰书屋Belle Vue Books&Cafe,118.705068,31.99363501,书店,购物服务;专卖店;书店,乐山路209号仁恒里新天地旁,南京市,建邺区,4.5,http://store.is.autonavi.com/showpic/627abc4a1130282954d9c5a65e2a263f
B0J6PY0K8E,大众书局,118.7322184,32.03417299,书店,购物服务;专卖店;书店,建邺苏宁百货B1层,南京市,建邺区,4.5,http://store.is.autonavi.com/showpic/f86afdbe75d04ddd28b61811461ab863
B0FFFO5T31,奥迪玩具店(龙树路),118.7413546,32.0563823,书店,购物服务;专卖店;书店,龙江小区蓝天园66-1号,南京市,鼓楼区,4.5,http://store.is.autonavi.com/showpic/0b82bf5bca08443f3def05d3094b1106
B0I24MFQRY,西西弗书店(万象天地店),118.775393,32.02384901,书店,购物服务;专卖店;书店,万象天地店中山南路666号2层L220,南京市,秦淮区,4.5,http://store.is.autonavi.com/showpic/cd22bf044bb0ec0ad082b2af4e94d5ba
